,ID,target
0,ad1a67e4cbddc767a3456b0d94299b9e,0
1,7246d2f76ac0c217ec25e72ea5f014cb,0
2,22ba388e7dd14c13342c49e75fc29dda,0
3,59f9b981472d97342587fb3e6392aeb1,1
4,f6317cf7ecf126859804eddff279aead,0
5,500bf0fce5509f8faa0d59a3be66a7cb,0
6,5f8333ef730a6ce87968d0158a684e05,0
7,35de3c8468023ca3cecdcc99f60c2c3d,0
8,9625a2859019d065054db34a70cacc0b,0
9,3eb10613bbe82e509ccb2fd5e74b9669,0
10,019cfab5b1d9627377039aa143f0320c,0
11,89ae5568e250d99f8594da0850e11682,0
12,2d466ca023cc1a6405cd7d55d3b96ed2,0
13,7e89371fbd2177f98398a07cc268a7f3,0
14,2e8919dc9e2d1a6565c14958e12c3472,0
15,a9a82f90b2dfea3f82783be3eac4754e,0
16,ed67ce305b0a8ea825c4a984271acfa6,0
17,fb7ac22f8f5a92913622e7bfb712d130,0
18,7a3386789bf60bb7d6d64d0664e456bb,0
19,33b4c0a9819b24f58de8de3fdac1d688,0
20,854ad067b3c8c3373603804d27d5780e,0
21,f2c47003b95a5f420d8a31380a17e588,0
22,e46008eccf6ad83a90459d0addd3f8ef,1
23,bd123afa7340d2716cdd2614b92bd8fd,0
24,cbb6dd173f9e04b671b899d0090954a5,0
25,4d6db6ccd7a06289f462b49857da7d54,0
26,d104adcdcfe7d4c3328cdf69fabf3671,1
27,6d76c71543a4e9827c5f8945916af372,0
28,18d626bf46db96af8ae6203d83b91a52,0
29,c63b05a7526a3128c35e1fbcf58a01ed,0
30,4474e15501382735c88e9e2e8f761a69,0
31,e5e376049c7ffc3426632aeaccebffac,0
32,768e97fc27dd8e4513faf2f3deb6b123,0
33,59e7be85b4db61c2ff9f3064c2c832c6,0
34,5627fbe6ec878bd905d5caff6aa4da03,0
35,ce5f94e9efcf55ba40faf49a6caff16c,1
36,9f73c7a235637bac4a37f9301673b7f5,0
37,c2eeaa8a507dccf7ec172f8ee237f836,0
38,ed46805be1f940a7259388bfe0e22975,0
39,592d0f5679e7594067f88664685f1da2,0
40,60218a3584543fb3c75ada440f1839c8,0
41,07b8c0b0b8ef4bd44319a1bc1011bde0,0
42,bedad63e066487061d1b77b8069ab3ab,0
43,67ac67f03d5bb15b02f153e5c7bc73ff,1
44,0e3148127cc8244dcf36a7d4e15e1e55,0
45,5b7d142b1b8f4151a2d74d59da53bb1c,0
46,7d5577e679f9d87478a8597ee50df589,0
47,8e792c08445a774dc5f9f1a9465d34a1,0
48,86b3770f21d1749f3763678660ac5326,0
49,a1aa264c9413e1f82bce0292b154145e,0
50,53114bec213d592d8dd2c1dee57a8909,0
51,84a0474b7e26aabc47bd026857330950,0
52,fa747fff0169a26c6b623de5a0bb2256,0
53,b9f0f79928131930cd700d1204bcfd30,1
54,22d01d7d63efc8c4d5e8550824424f1f,0
55,678d1fc81be838e3b8a77f0c224a5517,0
56,451b032eb4c64f60afe89beb22f8268c,0
57,e809d2bbbe8ebb8af9e486af62999c31,0
58,b1192e285f1fd0b762456f82988059da,0
59,da9e9aff1baaef67d56ad33ef8adaaff,1
60,cbfbf40515fd8e6bab355527d0a10e9c,0
61,1cd8ea84a590ea076afaabfb5bbcc438,0
62,87258d68279a18a163d2278628d205ac,0
63,9bfe11e1003d3a04d86f2a9b032ef417,1
64,0533dea003c8b13fc5e745c918fcc1a0,0
65,b4b71da77d118c43cb544b6aac11a4cf,0
66,f20907e49bff9db4c805c05ab4c3beaa,0
67,7351bbfd2a95c39c64e6c119c140bc0a,0
68,626eeec248f85010a40da4acfe68e1e4,0
69,483fdc9388cc40d78b8db0ce1c79c06d,0
70,1fbdf54a1a135c13334bc632b4c81778,0
71,65008d6aac3369c9defa95ae1f26023e,0
72,f3d17b496ab941387117525fa83e02dd,0
73,8acad6d1c10073b4793646a89ea685c7,0
74,1a67c09e6e2bec85748dbbfc71ac982b,0
75,f8d2c0c17eabe9b753393d34823abc96,0
76,86814e0d6633ffb655f847979050bbc4,0
77,cfeb53ab0b622a2a6d427183290ff76c,0
78,6ea784592d5226eaef48d78b8e8b5cb5,0
79,8bc2499b104eebd1421e1c917493ebb1,1
80,c8274d29a89946a72bcbfd4ed92a6fe6,0
81,43555b79bfc01f17d61a2f873de607f7,0
82,4d57deff4b49d14c887657ccdb4bf74f,0
83,6a8ff6a4fd0b0de746a73c0bb1de3092,0
84,14a8723e79eddd8d89220041d0af02a5,0
85,01b5ea8fa508a6aad0500046bfca6f29,0
86,506e1443bdeb1e79b5ecb2d8b409553d,1
87,bf91f40a4ea713ecfa6c1626a9966702,0
88,72a737d9f129cb6b00d9014cd16aab9b,0
89,71f1e12be347edb2e123c4c21ab4488d,0
90,0aee8f0ed6e2ecd6d59673999564e351,1
91,2d4a5339ce48e98a939ace59c9668c2f,0
92,25fe7ff45d0f5c00b371b32c5603d585,0
93,5105c057ac305d6e17a18b5454829bc2,0
94,30334c5f9cfeba69a93005012d829481,0
95,4cc9aafbea9966e02136a7e9b061c53c,0
96,311f34c443f93831112fbcfc8dfd05aa,1
97,a2730b198a08320a74f7e6b397676d35,0
98,87c8e117af86961f14d12b04a8885bfb,0
99,a03d96b4293362f4f8c36ddff9a09a9b,0
100,63b2a5bdd9ec09e46356bbb163c6b4b1,0
101,de402d532df1c657f3b7ce0b387bd767,0
102,1120ba4026fcc47c2cd45f172e766dae,0
103,ec3dd8799f332a9cf4bd1be6cc65cee6,1
104,3305728cd581f8876401b8ec3a48316d,0
105,1bb6f6053034787b2d2fa175adca82a3,0
106,5704ee7ef985fe05ce83908f03f41b62,1
107,8b6eee4b05580b9c29987b6105839c4a,0
108,0b47eca6f36bdbdbcdd67f2bc07ac274,0
109,4d5eb1bb80e3c928b3bd7da83224768d,0
110,72e88d1041f991e5c9b6bb6ebc3e056d,0
111,00d94f3f6e0369eecf16358d7eba2f19,0
112,b585a6259a4cfde1b0b826702cdaed57,0
113,1820c5791ac7d49970a50cb6e2e03f6a,0
114,7be1e3a0533e8c5e15fc3a1e9af6c276,0
115,5e51eb045d6719367ab1accb73eda5e4,0
116,cb73b271baf7b9b0f58671feb1200ba8,1
117,2cbb429f6bcac3b183703d52919c9450,0
118,dfe87dc1c7bdfebc654eed0d15366273,0
119,b27a2540bc560cc5cf45ddd2ce5b9c18,0
120,2ba6ce2bb9ee2d4cf9f747d21b5e8d42,0
121,70db4efd51283ade00fda3317499ff51,0
122,23ae39de4e85cdda8d4bb4ef76049602,0
123,d5cd1b6bf180d7973dc972978e6388d5,0
124,17e0e611ed718bb839263714e2ce3219,0
125,5b5fbcd4a137c187401e7f73da27ad35,1
126,6ebcf2fc5cb12f66093b3a33b26c226b,0
127,be04d0fa305aaa8823c77350e3e7574d,0
128,1ed6acc1873ded0073f5864e9aa50813,0
129,0a8a1f8952e4895dca591e8e92af00dd,0
130,4c8ad996737a41ab455366ecdbb89d4b,0
131,93f1694c2ddd9ce937acb07324be70fb,1
132,bdb9e1bcb3991ff304c37b0f6e4282f0,0
133,bf1def912659030578dda480a7313db9,0
134,e3994341ce77d2f0d1a172975f743461,0
135,16acfc19de806e4a35447e147085545c,1
136,07e2bd528bf6737b58e3e4c4ae2c81b7,0
137,366b37df415c65e88995cf464c48e313,0
138,77a2eb1854796a0441504c710c94b5f5,0
139,c1872aab4f93ca848b3f0b59aea55382,0
140,b679e8a4b19287329f529fec39e36987,0
141,a2a37cd18dca12f94c620ddd8e8d77b1,0
142,31ffcfee7ded7769a5fc32153c9ccdaa,0
143,f41847c5db7598a01cca6fae1172cfad,0
144,d85ca9527aba150111d5fc29624a06ae,0
145,784b671a65a01fd63cfe4b14ea872838,0
146,6e1593f8f01db4e45347ec44784bcfba,0
147,8f829acc6dcf4d55c23ca3e429ee564e,0
148,0821e7397903d4f5085aa2981abc3f3e,0
149,9a6d960c42396a82da3fc28056022462,1
150,4ffe8bb595606d2474af383fa48a80d9,0
151,5ab250bad20ef0dc28a5c7322651ff89,0
152,31fe5336941299dcf4e0b3da79615c37,0
153,725b18212d0ed94b76455872b5441c34,0
154,eeef65c48a46ccfcf18ffe9c8d546c23,0
155,a661dbdeec751a43152bc0cd91bd5ff2,0
156,14609109a09aa3b6a61916711ace2b67,0
157,3b72522d53a6eea77ac9a3967ff86371,0
158,07f02fc5b71a907d19eaee473983b0cc,0
159,5b46dbd30764cc48a93f730990833d23,0
160,6b2b3f8217f587b953c11570be2ab0b0,0
161,151320c364f261b5dd2ef4c4d7b97f82,0
162,2db2b14addc685aa1efbbfb0061984ec,1
163,578f2bd072f4989e757c3a4ecc70ff19,0
164,6ef683bbc5798e22945f73e81160f412,0
165,b1f34d36bf1761718737662958961bf2,0
166,6ce6e69e681dc9d498f56b74f9e9a8bb,0
167,8c03b9304ad478a31be3f7684972d501,0
168,3b4cc6d33103cf7721d62a5385ef2a80,0
169,85d43c6e7d8d2432797b244ae033fe24,0
170,dd41f1162ac56323edaee84288548e6e,0
171,24f502108c9dcd091558931247bdad8f,0
172,bde2872b6c860e17adab408a4f78d07f,0
173,324db08893e66e8f9dcdd6b837fbd5b7,0
174,10259478a38e20ae671158ee48e6029f,0
175,23339cfd744abcb6c276362b67c9f20a,0
176,70184968548748cb7e86734212b43def,0
177,fb19d3337f0aa0492174217a687eecc0,0
178,c05131e411fe61d2640d2387df8ee169,0
179,e10594248757bf03322f0d263e78421b,0
180,ab22e2efcd7e415de8c136bd9ebb0ce9,0
181,3823203aa40b90cbb6035a8b4b52bd95,0
182,9e3c8bec784418ef315a20ac827da75d,0
183,48d97fe0b52da74126485a6debfbb802,0
184,504d7ba262f2c2a531caeb74b6e7635f,0
185,6a5812c1eb9b2410c549407e827b41f1,0
186,0f1fc76343fe47957fece1c7f87f884a,0
187,2d663ef415cf5f527ffcfd261b0f2b93,0
188,5dbf1f40e08fae066d564f4cb3ff5f19,0
189,153e862b880d83d37bf75d2730da1dab,0
190,403ad93f28cef3f8a4fc994a84dea4b9,0
191,e2a63564ac9c6cd53e75b534bfc5d99a,0
192,3f82c23b3af48e1fb9d8f8900b4017fb,0
193,5070cdf97709d7e5ae98a73f5bb4c73a,0
194,18d6817101229d781aa9a3843c83d278,0
195,103f862acaaddaac08f2fd237821356c,0
196,3922b6cfd6c20cc2b8c0bf6847cbc334,0
197,d4ccd3ce3be5faeb95c83f228529a045,0
198,01dbfcec539acc1812ce88e2f2b10f5c,0
199,ffb01a58c0937650b73e52b211f43af0,0
200,d7f8834f31e9b0bda764646ca8ae8eef,0
201,3971d052cc9b58676b5bf9877c44e126,0
202,9dc15f353a4b126f6a2f1c1fa2bb322e,0
203,c80f877eec537f48b371413622103d1c,0
204,dac4be734d61796403f8056ed6b8cc4e,0
205,8b6483b73d7d957a5c18c6515352807f,0
206,616b1fdeb3d511e2490ee11e00b2825f,0
207,da0f67e2e65c4ff2c86edbeaa68bf03b,0
208,2a04e8429aab45997709ec8b00fdbac5,0
209,812da331fe641d76229711aeaf997d1b,0
210,de015dbc6d13ff3550f60686a79c3b48,0
211,20e9b4a1e57fe534b1e272a1d739f2c9,0
212,c4790898d71305c31c8c38d7a8fa2544,0
213,1bfde5a56a94cd4e6af0bda931808535,0
214,f2ba41ec488c80e47f1ff6b6972c4fa3,0
215,3fb129b8e8b4294bed014c37af317d58,0
216,d95e2f14d770f67a756d61e853958dd6,0
217,8e100e630fa11c0e2ae685df509fd676,1
218,b5839ff0718f8610d5a3c151384a2d5d,0
219,c892c4a04fabfef89850d068692dcfb8,0
220,185796133d57133921ffe2d768d279aa,0
221,e5542f15d263a7096e6e495eab94a234,0
222,c221df393019494e65f80488db42a6b0,1
223,0d820f126d3df78d1c080caeb058dc31,0
224,ceafa0ad2f1501dc78628087373aae2b,0
225,18a51d7a22571118e84c333d53303da4,0
226,c2ebb85fab0f25878614bf6c1f281972,0
227,5e1dfb157a0e32336029458906221503,1
228,050c61bc1ecef192480bad1779fcdf26,0
229,14155d58ba16df3b4c3d910aac9dc911,0
230,fc956142d81358797ed4ab16fbacc037,0
231,b1afa39f7babb52ea51a8581ec81040a,0
232,49beca03283300618c727a5d3e081c9a,0
233,288c6af061508216716b820de8c68dd4,0
234,ce437ed98195aef724ce289a2dda4c55,0
235,3b6b3ec226d2900d02f30f58fb53203b,0
236,0c74c271064ab4544eb82a63d573cfe6,0
237,1a963170097c8a61d88017f7d0cbd0e3,0
238,19d8a601ab3fde1b5e178353ceb39145,0
239,d60beeecbd4faabb511d5eecef0c639e,0
240,1822302809a68582efc1de5830f231d0,0
241,a221faf55a64a806ec59a9d56ea2e93b,0
242,21d797ea415f27a02fc53ed991deddad,0
243,b0b008e5827d12d03fda95f186a422fc,0
244,26532724bc658cb287310e8d6578432c,1
245,e0cfa5f180dd89cfe0879b46441e06f5,0
246,87f2acb07041ab559231bb54d8e99295,1
247,1cc58604e48e74a65d72fa44ede31cd9,0
248,97818d14e00190bdb4444a944873a44b,0
249,907d8551c68a46fd817105a6a3b53775,1
250,5141601db51c493e0a8ba5eee9393c47,0
251,ccae32b5f138f7fb8b6a6fa8f078af42,0
252,abc37bcc0daa2c561ca0047e89778781,0
253,506275959f604c85f6783f36611b1df4,0
254,023af9460a3e13ad1315e4a8fc9d3012,0
255,73f6c40cc49f1a44f2ebfdf6cfb6681d,0
256,2ca562985905173f35d97c56e0cceaa3,0
257,08abec177b341c4faa4dd19624335ba9,0
258,2967eec163e8d9296f9de91a3d83249b,0
259,04bb3c3da3aae362d9a0807857f8587d,1
260,d5d5c66adc6930e8282ba92b8e8de526,0
261,cbbeb62218d80c1ae6968abf8390d44d,0
262,d54dc43e17f876528edd982a99ba7fb4,0
263,0ceded6512a169c6a36d55f820dbf6ef,0
264,a318e3e10e81320d4af97620ba0abf12,0
265,1a93faa2b9e3ef66ca71c3de6e8593c9,0
266,11f3d40e5d47aff777d98e9fe0c4e1b9,0
267,bbe5c2c040e04729fda97127b5258301,0
268,f1b4bdacdac1d25687b0d77873038afa,0
269,a603069594d02423f33e4f16fda7b4c8,0
270,cfee6ec2d5638417e68537edc5bc401f,0
271,b647c19e24f62ed4aa667484e829905c,1
272,e216d8a9b93e318eea33f60f2ac90839,0
273,b9d5a0e8c5defdcfc09a8652ac908114,0
274,ef8cd534ae3d4c8faa5e98396afac0fb,0
275,5b655ce56f38e67fdc4f29a452d343ad,0
276,cc2591d30e29712a1e9c6665e4a3f806,0
277,b252ac84f459b26a8c9f5942f0b77b94,0
278,577fadddee90c4991c543ea737286c6b,0
279,ab8f7d77d3189873d6caf349a33ed279,0
280,7a49b46a2d86ec37b2476779a08ed620,0
281,02c3f7062081dc603908d2560e6ba24a,0
282,733fe8e91f3d87c96ec68051a7d59d07,0
283,7743fc93ad827f31f9abbf5a72d7e4dc,0
284,b189f7e6f42b8d9be2f703035692e654,0
285,49a01159f7c0d4e89af2d787d0fe8a20,0
286,590a4af47e1f33ad505cf5401cb7f933,0
287,19c636a0e2311f20ddeecba7e5525e1d,0
288,652210bac48d16edcae24300842e4100,0
289,58146286526e97f0ab16b19ad61cb7cf,0
290,48fed4d5867a6acb8f366a41d9d0abe3,0
291,92aa44395da2730318677c2e621bd6d3,0
292,5b411095933e46f5afb139474324e497,0
293,6be506b85c2e3b9dcb3d65e4b8fc4ff7,0
294,6d66f4aaf519350e87f60dbc6c811520,0
295,a153f629e10fae88d42a7a8a58f14bc7,0
296,4170db15d0898b88fc37886cddaeb43b,0
297,676b0051dfbf9fd8fc853e59bb2f08ad,0
298,9ce21c4bfe0a528924eaace79891c14b,0
299,28007aa71264cd1a3f04ff8d62e16596,0
300,302dd41cf4a33129659fb1ddb1112025,0
301,902c48d7a834dc31e88629c84185ebda,0
302,ef9aa3bae4a5edd02f50c2d1f98e52e1,0
303,b3ebd1cbe4cb9b3356dbc36553078c71,0
304,8fc7b1e0a2defb3309f5216518910fcf,1
305,1aea2c818066160066d38503e8a5a78e,0
306,e479e0a1e9f468cb021a5d36cecfbaec,0
307,7b1172ec2facc060332aa7a93f75fd64,0
308,8610facf92d8f184146bb60a7af05f7a,0
309,9a4d78880c88ffd6e6dafcc240ea009c,0
310,8904adc41659d2c025b302d2173e07b0,1
311,5df851d06db2c91e2b24bd6d46f5941a,0
312,fc12a9820af5d985d1c043564cfe4384,0
313,d04d5461ff880ee493ecdaa55f307e25,0
314,2d5c4a670b5a7edd6d94810fac41d81f,0
315,d267412f10f31a0c40a8aed536df79a5,0
316,f0977bd24c4288ac3b927827ba4c12d6,0
317,cf0f9a23c84465c7930e4d870cdcfa5e,0
318,238702e6bff7e3800c582cd15ff38b00,1
319,ea85d72249d70e88b91c669f365aa079,1
320,e59e82d722505e67dff397e4eb0f3d79,0
321,62809e7f9d74ad74f9d237bd20d7d8be,0
322,e3e15d401d1211277eafa5d98f073d1c,0
323,974fc57f7d6d5c788b0db9cfc85c44ed,0
324,6b1c0caa3eb3a95ccb066221015f5996,0
325,cf32162230cc206f239471d31dd5a30c,0
326,6fb757c6bf3411c6360ac308f20933fb,0
327,1828e073a573d27bf54a134c53ef5e6b,0
328,8fff281fa14ccc8c4576502d8b34e506,0
329,833e4aae96b5a7f8ae13298d66778a96,1
330,fbfb0f05316e004778862f8961039c77,0
331,d44e6708143e9f010a435b3f3ba630a8,0
332,58a142c441aec68277d8ece1f577c356,0
333,9a335d935dcb5d72168b80da94b56d1f,0
334,a936531ff55b3c697e522196b9657304,0
335,11bd34f3cdd4559426332b3627d07621,0
336,e3fbb5a061f737c4664f97fddbf64b4a,0
337,8df9ab18efe39a6f69c932b87cad8c11,0
338,4aa9b75489818384cd11802101f364e3,1
339,c7c7bfe26f785108f66b41b953aeeddb,0
340,a32ff6cb4ba1a5058b56eb9afc466a25,0
341,49f8b7d4ab88e5f944d6a02c48ddc40b,0
342,80a75955d50c38a11e229fe3ba43c65c,1
343,592bd31642a64b3b77f1eeb49b0a4193,1
344,c99706f54d43fea30825eac37f21eee4,0
345,93b9fa426d02d1e9738c95f9f72b3d35,0
346,367c687734ea8e55e17c978a87b3004d,0
347,6e14cc0fa6c94242dec15f80753412cb,0
348,f48097a7284283b96fdf459894ce8aa3,0
349,991aa2e1578f37937aa9eda5af382241,1
350,74021299e08763d7c366a642e94b7351,0
351,fc67cc9ffe1a7250420a777776854ed6,0
352,165b9d0049b4df28c948e858d6dac321,0
353,3e76831b3647becf042c2caab0d56262,0
354,6ce7c0fd12d943cad2c8e6cc529e5d8c,0
355,0693b13741578614a9c099c2b1aaea9d,0
356,ff118b67e479674040e5946fd526f013,1
357,cb140f1615118e359f9ca8d0c35fbe3a,0
358,ba8914f5fce908557124d1f61e34e4bf,1
359,5429b4c0c8bc2b1eb08435d7dd75225b,0
360,c9fcb0a1ce9a0db6aa2a4b5e8350f408,0
361,94411acd54f7e8598577bbcd07750672,0
362,0a333e58d20962b29da2db4437ea9e4a,0
363,ec006e9b74b9643854427feaf7fcc598,0
364,319d7e63d9500d1b45b5a8d1131598c5,0
365,bb49fed22c3b2cffe3308fe2057bd49e,0
366,74e271e18999516b00e966b22cd4b1b2,0
367,71b7d50ca21287f010f8826627f3bd8b,0
368,a056d596825eefe3ade82b8bb5bfddca,0
369,3548586f54dfa391da02a9fc133b48a1,0
370,0ccdb05cf0910550bc17a0b52015776a,0
371,a86b04964fe6e141f69ed64e0a78fc9b,0
372,d18f5312f88e780ab49065fae8dd9582,0
373,495294960093a6a845d3ccc5716b54a7,0
374,b7bd99a73df2367127050489fc432051,0
375,f0f29a5b2c7855b8cd811991262e3832,0
376,9c4f71fcd9faa7dd8b4c2805913bc1dd,0
377,c577bcd163095c08f12b19dd3f8c430d,1
378,a2cc2ab96a61d3c0de72be25dc323526,0
379,65a263bf68651f46c363f9efa26be147,0
380,c3be8b522f462b6422e5cda811389772,0
381,1f1fffa93db3c982f9aee8e050236daf,0
382,13d2767280dc808339ad0c9719afdc76,0
383,3e0b84ba7efc5c12b136c998890d058d,0
384,b2b95fecbf01f242a4538ffe25422620,0
385,76c39bd37d781ec78b189779ab0277cb,0
386,be6d12af14bc434c99810aeb15e3c592,0
387,699793801dea2bad3694d28e4b596e77,0
388,7c81a39cd84c02c4a9a4e85c249fd426,0
389,1697dd182e3a82b7543b43c5fb38fd5f,0
390,dc235d0869ddeb83d21cf578e7b19cba,0
391,964580ed8c9fe1a49fe4bdb7b262d1f7,0
392,229cada4a236f8097b7128d401c8cfe2,0
393,f7fbd23ec20fff7eb22acb5df6fee1e1,0
394,1baa3d7a28f5d708df38baf50442f1e9,0
395,80441718c77236c4a89f15be0697f194,0
396,a3d4c893c2f330ed9e2694abc4b1e753,0
397,56ffe83af5147c1ccdfaa646fed683ac,0
398,cfd88a0783c33ddc4e619ecfc318733d,0
399,1e295d6c0fabcee1fe332d92f72ef936,0
400,fa6176e32ef9c80cbf50bf99a6752837,0
401,c5def79cd1b726617e3eb89a268a8005,0
402,b61b3e0655962e3fe1c792352882e42f,0
403,8722f750c0bc258c1289e27914c74bbd,1
404,ae6c8da53198999e011a04bdb76e1595,0
405,2163ffd735a9ffec95d8af9c65d6f017,0
406,da346db798e7e14ff3c726dbfbfae947,0
407,ab3d2b57bd281e1d256d1a4e8303bde7,0
408,afe122d5b1de6445732015bd460922c5,0
409,e310922350d85e7ebfb86b143dc1835d,0
410,56e104a17a5de397fd725bc4af043404,0
411,d7bca0f18f0bbd3b6374c53026ee7ad5,0
412,397d19de27c19754573e4c0aa470bf75,0
413,f5ea13a3550dcceef8e0fa7c006a7e94,0
414,87018e340e0f14fd89cd5bce1aa41757,0
415,bf803da63fe884d6ff99c13c3eb3bf62,0
416,7613def5260245914a16d0d0c4facf6f,0
417,b7ce9bb6d8a5c1841c0eb7472183fc97,0
418,56c24e2defaf94e536a3d57f01376b7e,0
419,123b67733163b2d469b3561b3cb0acb6,0
420,39c8a303d659e61d785b2b4c3165d165,0
421,45f93b3eb6a4b7f520f465d84f839690,1
422,b0075e0920dd920948ad5ad7dc384439,0
423,b9504a99ef2585c104f8f85ef04bfc4a,0
424,17083ae9747401489c89985d2be52c69,0
425,9b72c6a26a8f6c65e38285386b63b6d6,0
426,7ad1c4aceff22b19073ab7f1276548be,0
427,b3dc2245ae19b1e43a6e24398b934e74,0
428,bf6f64ed49310ca4a816842d22452e71,0
429,c7b96ea357eeee1b13eb85bbb75de1b5,0
430,f71a01561a2125092820f424c1da8618,0
431,b6ad0747e7f8ad0ab0d1afbe9edb2bc2,0
432,e45738a98c0061ff10bf019b26115e3c,0
433,0e5aa53491e0fda4fc424a74cd81e8cb,0
434,bd23a8f1ac2c1ffa1ba791ae5ce8e8c4,0
435,a2e0e8238747a2e6a8e91e171a71faaa,0
436,19856f3eb810c7e56e235b96c17cca99,0
437,99a3225124756933de018f98251ec0d8,0
438,0058f09950990df37e7d9773aa921d30,0
439,02a149ca0edb5e98fee185f990d81bb0,0
440,8019f49e2785f718d3f0a2f571448663,0
441,5a607a6e08d8557eb1af80dedc8f51a7,0
442,5be2efb43f9e45356c80e489e0214eef,1
443,628f5cb842dbea79be1c4baedf8f581e,0
444,3a8b161521331495687c0759b8c7067a,0
445,50d4b93ecaa2e9a25fd5bae3917ec207,0
446,fc18cc7be4e92ec2ed6e314ec900eb3c,0
447,a61841abc84a81cf70ffef2e454d6591,0
448,ac37be3f6f6d39a402fe9110e2ff926e,0
449,e1e1563fba36038f8d81622f106fb41f,0
450,b2b8cef539d1571151ca8030d11a90f5,0
451,cf93106de5d1f4716d8400b5b983bbc0,0
452,d0f11f353407f9c645805aecc71f5115,0
453,ed3de0888a193ce50dec6c28dd2bc0bd,1
454,2a5a3a60c2278716c8e595969950ad8d,0
455,49ea749adf7b8a42349b2c076b79ffe1,0
456,2aebc3b0490813d5ac8bc0ddf5745ecc,0
457,5cb155904c2df1e5275b49cf6666983d,0
458,955096be7596f1fc9e9a64569abe48f4,0
459,5134a96efdb988eabe044c3c6b236817,1
460,5f883bb44306db153e2448bd79ba89f7,0
461,2cade54606e49921672bb5f009b6de01,0
462,16f0e78dbc959f7790dae9991b752466,0
463,3078b60f3c17b63140d0fd907a8c3f9a,0
464,5c8a953fe80172e5351eae6ab306b6eb,0
465,0570242a8addacccf5c7d457c0eb7148,0
466,e9cc53f547ade233d943ee8a5ebd9a69,0
467,c9daae5e3c8f49dd25c540ba63b4eae9,0
468,e95ee5e372242d2f17e1717e5e079856,0
469,19aa3fdcc97eedd25d7eda6de5f2001e,0
470,34de702eccbc6e9bf35cb02e0bb07809,0
471,10e5308d45b7f75e15ebdafd1647f2ef,0
472,4afcb8379cd6e5715397f80bf2f1cb53,0
473,79de4e59f5b93ea2ea8726bc5b789412,0
474,9c58bbd74cdd884668f86123c5384918,0
475,43ac7365db1810b47e4165251a379fb9,0
476,c2ca121d4e992aa52e4e75b86f2051ba,0
477,3fcd192a10e42fb903066687c674456a,0
478,252e0deb68b42354ffb9819155348076,0
479,2b74d51d9e40fd47d10dd4f4cb351c53,0
480,e047ff1c43a1193eff8ac899f350e304,0
481,6fe4daf836b033e703dae20784186b1e,0
482,c5bb47197b8f4529105801eb2971ac4d,0
483,77a92b9a5c32f6bad2d93e6404bc4fd6,0
484,b1e0894d8d40e6bfaa3e372bccf7cb89,0
485,2452a5f8f2a325f9eafb9fc00e27ee69,0
486,842c5c474d104be1c0e641bee1b0e02d,0
487,baee66152b1009ca7afb0e6d8a0a2eb8,0
488,0aabb89b4b3843ed61641ffd7c65c2f1,0
489,2558e75225c83a5494480773ba14c787,0
490,e20b2c3fc1e7096d665c0268e769897a,0
491,93f317f5a2adfac94e73817ade61c876,0
492,6fdc2265fb4dc9e44f91fe10de62339c,0
493,268f37f66ecaed632117a49ec66deab0,0
494,c7b3d4c9b8b0431924a4d752fd587642,0
495,67315bb6138653bbdd73257ab245747e,1
496,b19ab21937fdee34c500308b0f85436f,0
497,7530b585d64995cd08b09461e4471e00,0
498,9c2bc366c41d75f660b8226135717977,0
499,4b4559c2221cf56d5a6ba96217986147,0
500,90cfb6284f0c493287e53755cd35d585,0
501,c3a342b7ccaad3395052887e9b36187c,0
502,01e9dccb86ea739299b25b51fb0946c0,0
503,b44ae41a9c3030d2afe053b9eab2de14,0
504,24f92ecea46fe0b1044c301d59829fc6,0
505,b3dbe6524473b074e667b6ff7c00f810,0
506,30ee5e205ac01c4023123afa9c44f7f7,0
507,059b18593e69bbbda7591b013a6b0ee5,0
508,6fb116f36c35a0874cb3fc930806b289,0
509,9dc6ce1ea09a8312aea20984390bf9ed,0
510,1b521d82feb088a80816f83518215d18,0
511,0f4942385ee4fbfe53204068c1aaa22b,1
512,a3c635800eba18b2918486d5dd357435,0
513,1048de30ab2e710288d186c6fab93e22,0
514,4505152cfe11be57f98106cfd183a4e4,0
515,2d1375e857c5767badfdb9e08dea8cd5,0
516,f217f143e3d10b7fe0c597c0a73329b3,0
